"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X8310.6","8310-6",3,"SL008737","Zymogen granule protein 16 homolog B","U773","Q96DA0","124220","ZG16B","Human","RFU","Protein","20","S2"
"X8312.139","8312-139",3,"SL007871","UMP-CMP kinase","Cytidylate kinase","P30085","51727","CMPK1","Human","RFU","Protein","20","S2"
"X8314.71","8314-71",3,"SL008504","N-acetylglucosamine-6-sulfatase","GNS","P15586","2799","GNS","Human","RFU","Protein","20","S2"
"X8315.5","8315-5",3,"SL012695","Beta-defensin 119","DB119","Q8N690","245932","DEFB119","Human","RFU","Protein","20","S1"
"X8318.13","8318-13",3,"SL007508","Sprouty-related, EVH1 domain-containing protein 1","SPRE1","Q7Z699","161742","SPRED1","Human","RFU","Protein","20","S1"
"X8320.5","8320-5",3,"SL018488","SAFB-like transcription modulator","SLTM","Q9NWH9","79811","SLTM","Human","RFU","Protein","20","S1"
"X8321.27","8321-27",3,"SL018462","Zinc finger protein 843","ZN843","Q8N446","283933","ZNF843","Human","RFU","Protein","20","S1"
"X8323.163","8323-163",3,"SL006119","Trefoil factor 3","TFF3","Q07654","7033","TFF3","Human","RFU","Protein","20","S2"
"X8325.37","8325-37",3,"SL018474","Alcohol dehydrogenase 4","ADH4","P08319","127","ADH4","Human","RFU","Protein","20","S2"
"X8326.63","8326-63",3,"SL003752","Single Ig IL-1-related receptor","SIGIRR","Q6IA17","59307","SIGIRR","Human","RFU","Protein","20","S1"
"X8327.26","8327-26",3,"SL018483","Dipeptidase 2","DPEP2","Q9H4A9","64174","DPEP2","Human","RFU","Protein","20","S2"
"X8328.9","8328-9",3,"SL018489","Ethanolamine kinase 1","EKI1","Q9HBU6","55500","ETNK1","Human","RFU","Protein","20","S1"
"X8329.166","8329-166",3,"SL025811","Cadherin-12:Cytoplasmic domain","Cadherin-12:CD","P55289","1010","CDH12","Human","RFU","Protein","20","S1"
"X8330.1","8330-1",3,"SL017588","Low-density lipoprotein receptor-related protein 11","LRP11","Q86VZ4","84918","LRP11","Human","RFU","Protein","20","S2"
"X8334.65","8334-65",3,"SL018477","T-complex protein 11 homolog","TCP11","Q8WWU5","6954","TCP11","Human","RFU","Protein","20","S2"
"X8336.267","8336-267",3,"SL014534","GRAM domain-containing protein 1C","GRM1C","Q8IYS0","54762","GRAMD1C","Human","RFU","Protein","20","S1"
"X8337.65","8337-65",3,"SL018463","Receptor-type tyrosine-protein phosphatase U","PTPRU","Q92729","10076","PTPRU","Human","RFU","Protein","20","S2"
"X8340.9","8340-9",3,"SL012533","Beta-defensin 110","DB110","Q30KQ9","245913","DEFB110","Human","RFU","Protein","20","S1"
"X8343.224","8343-224",3,"SL018484","Poly(A) polymerase gamma","PAPOG","Q9BWT3","64895","PAPOLG","Human","RFU","Protein","20","S2"
"X8345.27","8345-27",3,"SL007609","Glutathione peroxidase 7","GPX7","Q96SL4","2882","GPX7","Human","RFU","Protein","20","S1"
"X8346.9","8346-9",3,"SL008916","Dipeptidyl peptidase 2","DPP2","Q9UHL4","29952","DPP7","Human","RFU","Protein","20","S2"
"X8347.222","8347-222",3,"SL012830","Beta-defensin 129","DB129","Q9H1M3","140881","DEFB129","Human","RFU","Protein","20","S1"
"X8348.4","8348-4",3,"SL007179","Ephrin type-B receptor 2","EPHB2","P29323","2048","EPHB2","Human","RFU","Protein","20","S2"
"X8351.17","8351-17",3,"SL018485","Serine protease 57","PRS57","Q6UWY2","400668","PRSS57","Human","RFU","Protein","20","S2"
"X8352.26","8352-26",3,"SL025985","Sialic acid-binding Ig-like lectin 12:Ig-like C2-type 2 domain, Isoform short","SIG12:Ig-like C2-type 2","Q96PQ1","89858","SIGLEC12","Human","RFU","Protein","20","S2"
"X8353.15","8353-15",3,"SL018464","Sodium channel subunit beta-2","SCN2B","O60939","6327","SCN2B","Human","RFU","Protein","20","S2"
"X8355.80","8355-80",3,"SL018469","Isthmin-1","ISM1","B1AKI9","140862","None","Human","RFU","Protein","20","S1"
"X8356.88","8356-88",3,"SL009326","Oxytocin-neurophysin 1","NEU1","P01178","5020","OXT","Human","RFU","Protein","20","S2"
"X8357.43","8357-43",3,"SL018475","Sulfotransferase 4A1","ST4A1","Q9BR01","25830","SULT4A1","Human","RFU","Protein","20","S2"
"X8358.30","8358-30",3,"SL005000","Thioredoxin-dependent peroxide reductase, mitochondrial","Peroxiredoxin-3","P30048","10935","PRDX3","Human","RFU","Protein","20","S2"
"X8359.149","8359-149",3,"SL016566","Serine/threonine-protein kinase 17B","DRAK2","O94768","9262","STK17B","Human","RFU","Protein","20","S1"
"X8360.169","8360-169",3,"SL005207","Natural cytotoxicity triggering receptor 1","NKp46","O76036","9437","NCR1","Human","RFU","Protein","20","S2"
"X8363.18","8363-18",3,"SL018473","UPF0577 protein KIAA1324-like","K132L","A8MWY0","222223","ELAPOR2","Human","RFU","Protein","20","S1"
"X8364.74","8364-74",3,"SL006797","Uronyl 2-sulfotransferase","UST","Q9Y2C2","10090","UST","Human","RFU","Protein","20","S2"
"X8366.19","8366-19",3,"SL018486","Uncharacterized protein C1orf115","CA115","Q9H7X2","79762","C1orf115","Human","RFU","Protein","20","S1"
"X8367.142","8367-142",3,"SL018491","V-set and immunoglobulin domain-containing protein 1","VSIG1","Q86XK7","340547","VSIG1","Human","RFU","Protein","20","S1"
"X8368.102","8368-102",3,"SL001800","Tumor necrosis factor receptor superfamily member 1B","TNF sR-II","P20333","7133","TNFRSF1B","Human","RFU","Protein","20","S2"
"X8369.102","8369-102",3,"SL018467","Dystroglycan","DAG1","Q14118","1605","DAG1","Human","RFU","Protein","20","S1"
"X8372.29","8372-29",3,"SL017405","Cadherin-related family member 1","CDHR1","Q96JP9","92211","CDHR1","Human","RFU","Protein","20","S1"
"X8376.25","8376-25",4,"SL018465","Lutropin subunit beta","LSHB","P01229","3972","LHB","Human","RFU","Protein","20","S1"
"X8378.3","8378-3",4,"SL018470","Protein LDOC1","LDOC1","O95751","23641","LDOC1","Human","RFU","Protein","20","S1"
"X8380.244","8380-244",4,"SL025835","Protein delta homolog 1:Cytoplasmic domain","DLK1:CD","P80370","8788","DLK1","Human","RFU","Protein","20","S1"
"X8382.47","8382-47",3,"SL010504","MAP kinase-activated protein kinase 5","MAPK5","Q8IW41","8550","MAPKAPK5","Human","RFU","Protein","20","S1"
"X8383.20","8383-20",3,"SL018492","Uncharacterized protein C11orf94","CK094","C9JXX5","143678","None","Human","RFU","Protein","20","S1"
"X8385.248","8385-248",3,"SL006512","Hepatocyte growth factor activator","HGFA","Q04756","3083","HGFAC","Human","RFU","Protein","20","S2"
"X8386.11","8386-11",3,"SL006948","Prostate and testis expressed protein 1","PATE","Q8WXA2","160065","PATE1","Human","RFU","Protein","20","S2"
"X8388.24","8388-24",3,"SL025989","Spastin:Cytoplasmic domain","Spastin:CD","Q9UBP0","6683","SPAST","Human","RFU","Protein","20","S1"
"X8389.8","8389-8",3,"SL018481","Leucine-rich repeat-containing protein 74A","CN16B","Q0VAA2","145497","LRRC74A","Human","RFU","Protein","20","S1"
"X8390.25","8390-25",3,"SL018487","Cytochrome c oxidase subunit 7A1, mitochondrial","CX7A1","P24310","1346","COX7A1","Human","RFU","Protein","20","S1"
"X8391.12","8391-12",3,"SL012528","Beta-defensin 115","DB115","Q30KQ5","245929","DEFB115","Human","RFU","Protein","20","S1"
"X8393.121","8393-121",3,"SL008381","Cathepsin F","CATF","Q9UBX1","8722","CTSF","Human","RFU","Protein","20","S1"
"X8394.56","8394-56",3,"SL004559","Non-secretory ribonuclease","RNase 2","P10153","6036","RNASE2","Human","RFU","Protein","20","S1"
"X8396.42","8396-42",3,"SL018476","Fatty-acid amide hydrolase 2","FAAH2","Q6GMR7","158584","FAAH2","Human","RFU","Protein","20","S1"
"X8397.147","8397-147",3,"SL018482","Sulfhydryl oxidase 2","QSOX2","Q6ZRP7","169714","QSOX2","Human","RFU","Protein","20","S2"
"X8398.277","8398-277",3,"SL005892","Retinoic acid receptor responder protein 1","RAR-responsive protein TIG1","P49788","5918","RARRES1","Human","RFU","Protein","20","S2"
"X8399.6","8399-6",3,"SL016566","Serine/threonine-protein kinase 17B","DRAK2","O94768","9262","STK17B","Human","RFU","Protein","20","S1"
"X8400.74","8400-74",3,"SL002071","Gastrin-releasing peptide","Gastrin-releasing peptide","P07492","2922","GRP","Human","RFU","Protein","20","S1"
"X8403.18","8403-18",3,"SL000073","Fatty acid synthase","Fatty acid synthase","P49327","2194","FASN","Human","RFU","Protein","20","S1"
"X8404.102","8404-102",3,"SL010249","BolA-like protein 2","BolA-like protein 2","Q9H3K6","552900","BOLA2","Human","RFU","Protein","20","S1"
"X8405.108","8405-108",3,"SL025785","Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain","ADAM 10:ECD","O14672","102","ADAM10","Human","RFU","Protein","20","S2"
"X8406.17","8406-17",3,"SL000047","Insulin-like growth factor I","IGF-I","P05019","3479","IGF1","Human","RFU","Protein","20","S1"
"X8407.84","8407-84",3,"SL007356","Neurogenic locus notch homolog protein 2","NOTC2","Q04721","4853","NOTCH2","Human","RFU","Protein","20","S2"
"X8409.3","8409-3",3,"SL013989","R-spondin-2","RSPO2","Q6UXX9","340419","RSPO2","Human","RFU","Protein","20","S2"
"X8418.30","8418-30",3,"SL002723","Catenin beta-1","b-Catenin","P35222","1499","CTNNB1","Human","RFU","Protein","20","S2"
"X8424.269","8424-269",3,"SL002723","Catenin beta-1","b-Catenin","P35222","1499","CTNNB1","Human","RFU","Protein","20","S2"
"X8427.118","8427-118",3,"SL018509","R-spondin-3","RSPO3","Q9BXY4","84870","RSPO3","Human","RFU","Protein","20","S2"
"X8428.102","8428-102",3,"SL009074","Neurotrimin","NTRI","Q9P121","50863","NTM","Human","RFU","Protein","20","S3"
"X8429.16","8429-16",3,"SL018508","Axin-2","AXIN2","Q9Y2T1","8313","AXIN2","Human","RFU","Protein","20","S1"
"X8446.4","8446-4",3,"SL011508","Pituitary adenylate cyclase-activating polypeptide 27","PACAP-27","P18509","116","ADCYAP1","Human","RFU","Protein","20","S1"
"X8447.11","8447-11",3,"SL004269","Appetite-regulating hormone","ghrelin","Q9UBU3","51738","GHRL","Human","RFU","Protein","20","S1"
"X8450.36","8450-36",3,"SL011498","Pituitary adenylate cyclase-activating polypeptide 38","PACAP-38","P18509","116","ADCYAP1","Human","RFU","Protein","20","S1"
"X8458.111","8458-111",3,"SL005266","Alpha-synuclein","a-Synuclein","P37840","6622","SNCA","Human","RFU","Protein","20","S2"
"X8458.16","8458-16",3,"SL005266","Alpha-synuclein","a-Synuclein","P37840","6622","SNCA","Human","RFU","Protein","20","S2"
"X8459.10","8459-10",3,"SL003993","Bone morphogenetic protein 6","BMP-6","P22004","654","BMP6","Human","RFU","Protein","20","S2"
"X8462.18","8462-18",3,"SL000442","Somatotropin","HGH","P01241","2688","GH1","Human","RFU","Protein","20","S1"
"X8463.2","8463-2",3,"SL003672","Extracellular superoxide dismutase [Cu-Zn]","SOD3","P08294","6649","SOD3","Human","RFU","Protein","20","S3"
"X8464.31","8464-31",3,"SL012517","R-spondin-4","RSPO4","Q2I0M5","343637","RSPO4","Human","RFU","Protein","20","S1"
"X8465.52","8465-52",3,"SL000346","Cathepsin H","Cathepsin H","P09668","1512","CTSH","Human","RFU","Protein","20","S2"
"X8467.9","8467-9",3,"SL004837","Inhibin beta A chain:Inhibin beta B chain heterodimer","Activin AB","P08476|P09529","3624|3625","INHBA|INHBB","Human","RFU","Protein","20","S2"
"X8468.19","8468-19",3,"SL000062","Prostate-specific antigen","PSA","P07288","354","KLK3","Human","RFU","Protein","20","S2"
"X8469.41","8469-41",3,"SL000466","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065","3485","IGFBP2","Human","RFU","Protein","20","S3"
"X8470.213","8470-213",3,"SL017528","Ribonuclease H1","RNase H1","O60930","246243","RNASEH1","Human","RFU","Protein","20","S1"
"X8474.6","8474-6",3,"SL006114","Inactive tyrosine-protein kinase transmembrane receptor ROR1","ROR1","Q01973","4919","ROR1","Human","RFU","Protein","20","S2"
"X8475.15","8475-15",3,"SL000525","Matrilysin","MMP-7","P09237","4316","MMP7","Human","RFU","Protein","20","S1"
"X8476.11","8476-11",3,"SL002762","Chromogranin-A","CgA","P10645","1113","CHGA","Human","RFU","Protein","20","S2"
"X8479.4","8479-4",3,"SL000645","Stromelysin-2","MMP-10","P09238","4319","MMP10","Human","RFU","Protein","20","S2"
"X8480.29","8480-29",3,"SL006527","EGF-containing fibulin-like extracellular matrix protein 1","FBLN3","Q12805","2202","EFEMP1","Human","RFU","Protein","20","S2"
"X8484.24","8484-24",3,"SL000498","Leptin","Leptin","P41159","3952","LEP","Human","RFU","Protein","20","S2"
"X8485.7","8485-7",3,"SL017529","Kelch-like ECH-associated protein 1","KEAP1","Q14145","9817","KEAP1","Human","RFU","Protein","20","S1"
"X8488.33","8488-33",3,"SL000542","Integrin alpha-IIb: beta-3 complex","gpIIbIIIa","P08514|P05106","3674|3690","ITGA2B|ITGB3","Human","RFU","Protein","20","S1"
"X8520.8","8520-8",3,"SL018586","Disintegrin and metalloproteinase domain-containing protein 30","ADA30","Q9UKF2","11085","ADAM30","Human","RFU","Protein","20","S1"
"X8528.74","8528-74",3,"SL018587","Immunoglobulin superfamily containing leucine-rich repeat protein 2","ISLR2","Q6UXK2","57611","ISLR2","Human","RFU","Protein","20","S2"
"X8529.1","8529-1",3,"SL026016","Tumor necrosis factor receptor superfamily member 10B:Death domain","TRAIL R2:Death","O14763","8795","TNFRSF10B","Human","RFU","Protein","20","S1"
"X8535.102","8535-102",3,"SL010588","Dermokine","Dermokine","Q6E0U4","93099","DMKN","Human","RFU","Protein","20","S1"
"X8545.14","8545-14",3,"SL025826","Uncharacterized protein C17orf78:C-term","CQ078:C-term","Q8N4C9","284099","C17orf78","Human","RFU","Protein","20","S1"
"X8556.5","8556-5",3,"SL018572","Protein FAM134B","F134B","Q9H6L5","54463","RETREG1","Human","RFU","Protein","20","S1"
"X8565.160","8565-160",3,"SL006716","Plasmalemma vesicle-associated protein","PLVAP","Q9BX97","83483","PLVAP","Human","RFU","Protein","20","S2"
"X8569.147","8569-147",3,"SL008557","ADP-ribosylation factor-like protein 8B","ARL8B","Q9NVJ2","55207","ARL8B","Human","RFU","Protein","20","S1"
"X8587.21","8587-21",3,"SL012570","Serine protease inhibitor Kazal-type 14","ISK52","Q6IE38","408187","SPINK14","Human","RFU","Protein","20","S1"
"X8589.13","8589-13",3,"SL017488","CUB domain-containing protein 1","CDCP1","Q9H5V8","64866","CDCP1","Human","RFU","Protein","20","S2"
"X8597.1","8597-1",3,"SL026007","Transmembrane protein 9:Cytoplasmic domain","TMEM9:CD","Q9P0T7","252839","TMEM9","Human","RFU","Protein","20","S2"
"X8601.167","8601-167",3,"SL025987","Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain","sLRP1:CD","Q07954","4035","LRP1","Human","RFU","Protein","20","S2"
"X8606.39","8606-39",3,"SL025877","Transmembrane glycoprotein NMB:Cytoplasmic domain","GPNMB:CD","Q14956","10457","GPNMB","Human","RFU","Protein","20","S1"
"X8620.56","8620-56",3,"SL003919","Kallikrein-14","kallikrein 14","Q9P0G3","43847","KLK14","Human","RFU","Protein","20","S1"
"X8624.16","8624-16",3,"SL005231","Netrin receptor UNC5D","UNC5H4","Q6UXZ4","137970","UNC5D","Human","RFU","Protein","20","S2"
"X8631.13","8631-13",3,"SL009002","Erythroid membrane-associated protein","ERMAP","Q96PL5","114625","ERMAP","Human","RFU","Protein","20","S1"
"X8633.18","8633-18",3,"SL025970","E3 ubiquitin-protein ligase RNF128:region 2","RN128:region 2","Q8TEB7","79589","RNF128","Human","RFU","Protein","20","S1"
"X8635.283","8635-283",3,"SL005453","Zona pellucida-binding protein 1","ZPBP1","Q9BS86","11055","ZPBP","Human","RFU","Protein","20","S1"
"X8644.46","8644-46",3,"SL000346","Cathepsin H","Cathepsin H","P09668","1512","CTSH","Human","RFU","Protein","20","S2"
"X8645.257","8645-257",3,"SL025959","Peroxisomal membrane protein PEX14:C-term","PEX14:C-term","O75381","5195","PEX14","Human","RFU","Protein","20","S1"
"X8646.61","8646-61",3,"SL025925","Leucine-rich repeat transmembrane neuronal protein 4:Isoform 2, Cytoplasmic domain","LRRT4:CD","Q86VH4","80059","LRRTM4","Human","RFU","Protein","20","S1"
"X8653.132","8653-132",3,"SL025839","DnaJ homolog subfamily C member 4:C-term","DNJC4:C-term","Q9NNZ3","3338","DNAJC4","Human","RFU","Protein","20","S1"
"X8654.13","8654-13",3,"SL025786","Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain","ADAM 10:CD","O14672","102","ADAM10","Human","RFU","Protein","20","S1"
"X8659.68","8659-68",3,"SL025869","Protein G6b:Isoform B, Cytoplasmic domain","G6B:CD","O95866","80739","MPIG6B","Human","RFU","Protein","20","S1"
"X8660.33","8660-33",3,"SL009409","Olfactomedin-like protein 3","OLFL3","Q9NRN5","56944","OLFML3","Human","RFU","Protein","20","S2"
"X8660.5","8660-5",3,"SL009409","Olfactomedin-like protein 3","OLFL3","Q9NRN5","56944","OLFML3","Human","RFU","Protein","20","S2"
"X8664.36","8664-36",3,"SL018607","Extracellular tyrosine-protein kinase PKDCC","PKDCC","Q504Y2","91461","PKDCC","Human","RFU","Protein","20","S1"
"X8671.378","8671-378",3,"SL018633","Trafficking protein particle complex subunit 5","TPPC5","Q8IUR0","126003","TRAPPC5","Human","RFU","Protein","20","S1"
"X8681.93","8681-93",3,"SL025960","Membrane-associated progesterone receptor component 2:N-term, Isoform 2","PGRC2:N-term","O15173","10424","PGRMC2","Human","RFU","Protein","20","S1"
"X8686.342","8686-342",3,"SL018631","Protein Hikeshi","HIKES","Q53FT3","51501","HIKESHI","Human","RFU","Protein","20","S1"
"X8687.26","8687-26",3,"SL017964","Transmembrane protein 106B","T106B","Q9NUM4","54664","TMEM106B","Human","RFU","Protein","20","S1"
"X8690.25","8690-25",3,"SL018617","Caveolin-3","CAV3","P56539","859","CAV3","Human","RFU","Protein","20","S1"
"X8696.15","8696-15",3,"SL016050","Galactosylceramide sulfotransferase","G3ST1","Q99999","9514","GAL3ST1","Human","RFU","Protein","20","S2"
"X8697.38","8697-38",3,"SL000069","Glypican-1","Glypican 1","P35052","2817","GPC1","Human","RFU","Protein","20","S2"
"X8700.325","8700-325",3,"SL018621","Polypeptide N-acetylgalactosaminyltransferase 11","GLT11","Q8NCW6","63917","GALNT11","Human","RFU","Protein","20","S1"
"X8702.42","8702-42",3,"SL012677","Osteoclast-associated immunoglobulin-like receptor","OSCAR","Q8IYS5","126014","OSCAR","Human","RFU","Protein","20","S1"
"X8748.45","8748-45",3,"SL007076","HLA class II histocompatibility antigen gamma chain","HG2A","P04233","972","CD74","Human","RFU","Protein","20","S2"
"X8749.194","8749-194",3,"SL007129","Antigen-presenting glycoprotein CD1d","CD1D","P15813","912","CD1D","Human","RFU","Protein","20","S1"
"X8750.46","8750-46",3,"SL004893","Vinculin","Vinculin","P18206","7414","VCL","Human","RFU","Protein","20","S1"
"X8754.5","8754-5",3,"SL007247","Neuromedin-U","NMU","P48645","10874","NMU","Human","RFU","Protein","20","S1"
"X8756.41","8756-41",3,"SL025906","Potassium voltage-gated channel subfamily E regulatory beta subunit 5:N-term, opposite side of membrane","KCE1L:N-term","Q9UJ90","23630","KCNE5","Human","RFU","Protein","20","S1"
"X8758.2","8758-2",3,"SL018673","Protocadherin alpha-7","PCDA7","Q9UN72","56141","PCDHA7","Human","RFU","Protein","20","S2"
"X8759.29","8759-29",3,"SL002622","Lactosylceramide 4-alpha-galactosyltransferase","a1,4-Galactosyltransferase","Q9NPC4","53947","A4GALT","Human","RFU","Protein","20","S2"
"X8760.10","8760-10",3,"SL018682","DCN1-like protein 5","DCNL5","Q9BTE7","84259","DCUN1D5","Human","RFU","Protein","20","S2"
"X8762.38","8762-38",3,"SL007195","CD70 antigen","CD70","P32970","970","CD70","Human","RFU","Protein","20","S1"
"X8766.29","8766-29",3,"SL018231","Leukocyte immunoglobulin-like receptor subfamily A member 5","LIRA5","A6NI73","353514","LILRA5","Human","RFU","Protein","20","S2"
"X8767.44","8767-44",3,"SL025847","Endothelin-converting enzyme 1:Cytoplasmic domain","Endothelin-converting enzyme 1:CD","P42892","1889","ECE1","Human","RFU","Protein","20","S1"
"X8768.4","8768-4",3,"SL005248","B-cell lymphoma/leukemia 10","Bcl-10","O95999","8915","BCL10","Human","RFU","Protein","20","S2"
"X8772.5","8772-5",3,"SL025840","Ephrin-B2:Cytoplasmic domain","EFNB2:CD","P52799","1948","EFNB2","Human","RFU","Protein","20","S1"
"X8773.172","8773-172",3,"SL025844","EMILIN-3:region 1","EMIL3:region 1","Q9NT22","90187","EMILIN3","Human","RFU","Protein","20","S2"
"X8775.61","8775-61",3,"SL018676","Protein FAM24B","FA24B","Q8N5W8","196792","FAM24B","Human","RFU","Protein","20","S1"
"X8776.10","8776-10",3,"SL018683","Erlin-1","ERLN1","O75477","10613","ERLIN1","Human","RFU","Protein","20","S1"
"X8778.3","8778-3",3,"SL004683","Noggin","Noggin","Q13253","9241","NOG","Human","RFU","Protein","20","S1"
"X8780.2","8780-2",3,"SL025954","Protocadherin-10:Cytoplasmic domain","PCD10:CD","Q9P2E7","57575","PCDH10","Human","RFU","Protein","20","S2"
"X8784.7","8784-7",3,"SL018684","BRCA1-A complex subunit Abraxas","F175A","Q6UWZ7","84142","ABRAXAS1","Human","RFU","Protein","20","S1"
"X8785.1","8785-1",3,"SL025799","Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5","ARMC5:ARM 5","Q96C12","79798","ARMC5","Human","RFU","Protein","20","S1"
"X8786.6","8786-6",3,"SL025851","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995","165215","FAM171B","Human","RFU","Protein","20","S2"
"X8790.6","8790-6",3,"SL005392","Arylsulfatase A","Arylsulfatase A","P15289","410","ARSA","Human","RFU","Protein","20","S1"
"X8791.151","8791-151",3,"SL010448","Carbonic anhydrase 5A, mitochondrial","Carbonic Anhydrase VA","P35218","763","CA5A","Human","RFU","Protein","20","S1"
"X8794.13","8794-13",3,"SL008734","Dipeptidase 1","DPEP1","P16444","1800","DPEP1","Human","RFU","Protein","20","S1"
"X8795.48","8795-48",3,"SL026014","Transferrin receptor protein 1:Extracellular domain","TR:ECD","P02786","7037","TFRC","Human","RFU","Protein","20","S2"
"X8800.14","8800-14",3,"SL026021","Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3","TTC17:TPR3","Q96AE7","55761","TTC17","Human","RFU","Protein","20","S1"
"X8803.61","8803-61",3,"SL025940","Nectin-1, isoform gamma:Cytoplasmic domain","nectin-1 gamma:CD","Q15223","5818","NECTIN1","Human","RFU","Protein","20","S1"
"X8804.39","8804-39",3,"SL012855","Collagen alpha-1(XX) chain","COKA1","Q9P218","57642","COL20A1","Human","RFU","Protein","20","S1"
"X8807.13","8807-13",3,"SL014932","Sorting nexin-1","SNX1","Q13596","6642","SNX1","Human","RFU","Protein","20","S1"
"X8810.26","8810-26",3,"SL007433","Hepatocyte cell adhesion molecule","HEPACAM","Q14CZ8","220296","HEPACAM","Human","RFU","Protein","20","S1"
"X8811.24","8811-24",3,"SL025802","BMP and activin membrane-bound inhibitor homolog:Extracellular domain","BAMBI:ECD","Q13145","25805","BAMBI","Human","RFU","Protein","20","S2"
"X8813.160","8813-160",3,"SL000585","Thioredoxin","Thioredoxin","P10599","7295","TXN","Human","RFU","Protein","20","S1"
"X8815.1","8815-1",3,"SL012603","Olfactomedin-like protein 1","OLFL1","Q6UWY5","283298","OLFML1","Human","RFU","Protein","20","S1"
"X8817.29","8817-29",3,"SL013524","Centromere protein V","CENPV","Q7Z7K6","201161","CENPV","Human","RFU","Protein","20","S1"
"X8818.13","8818-13",3,"SL025890","Interferon gamma receptor 2:Cytoplasmic domain","INGR2:CD","P38484","3460","IFNGR2","Human","RFU","Protein","20","S1"
"X8819.3","8819-3",3,"SL000466","Insulin-like growth factor-binding protein 2","IGFBP-2","P18065","3485","IGFBP2","Human","RFU","Protein","20","S2"
"X8825.4","8825-4",3,"SL012866","Paired immunoglobulin-like type 2 receptor alpha","PILRA","Q9UKJ1","29992","PILRA","Human","RFU","Protein","20","S1"
"X8828.21","8828-21",3,"SL018672","Epithelial splicing regulatory protein 1","ESRP1","Q6NXG1","54845","ESRP1","Human","RFU","Protein","20","S1"
"X8830.29","8830-29",3,"SL018680","BRISC complex subunit Abro1","F175B","Q15018","23172","ABRAXAS2","Human","RFU","Protein","20","S1"
"X8832.55","8832-55",3,"SL001906","Bone marrow stromal antigen 2","BST-2","Q10589","684","BST2","Human","RFU","Protein","20","S1"
"X8833.20","8833-20",3,"SL000599","Tumor necrosis factor ligand superfamily member 10","TRAIL","P50591","8743","TNFSF10","Human","RFU","Protein","20","S1"
"X8834.58","8834-58",3,"SL004576","Calnexin","Calnexin","P27824","821","CANX","Human","RFU","Protein","20","S1"
"X8837.8","8837-8",3,"SL018675","Microfibrillar-associated protein 3-like","MFA3L","O75121","9848","MFAP3L","Human","RFU","Protein","20","S2"
"X8838.10","8838-10",3,"SL018589","Protein CASC4","CASC4","Q6P4E1","113201","GOLM2","Human","RFU","Protein","20","S2"
"X8839.4","8839-4",3,"SL005289","Metaxin-2","Metaxin-2","O75431","10651","MTX2","Human","RFU","Protein","20","S1"
"X8840.61","8840-61",3,"SL000311","Complement C1s subcomponent","C1s","P09871","716","C1S","Human","RFU","Protein","20","S3"
"X8841.65","8841-65",3,"SL008847","Cartilage intermediate layer protein 2","CILP2","Q8IUL8","148113","CILP2","Human","RFU","Protein","20","S1"
"X8842.16","8842-16",3,"SL014534","GRAM domain-containing protein 1C","GRM1C","Q8IYS0","54762","GRAMD1C","Human","RFU","Protein","20","S1"
"X8843.34","8843-34",3,"SL018609","Myelin regulatory factor","MRF","Q9Y2G1","745","MYRF","Human","RFU","Protein","20","S1"
"X8845.2","8845-2",3,"SL012361","A disintegrin and metalloproteinase with thrombospondin motifs 3","ATS3","O15072","9508","ADAMTS3","Human","RFU","Protein","20","S1"
"X8850.5","8850-5",3,"SL018691","Putative inactive group IIC secretory phospholipase A2","PA2GC","Q5R387","391013","PLA2G2C","Human","RFU","Protein","20","S1"
"X8851.42","8851-42",3,"SL025851","Protein FAM171B:Extracellular domain","F171B:ECD","Q6P995","165215","FAM171B","Human","RFU","Protein","20","S2"
"X8852.10","8852-10",3,"SL018701","SUN domain-containing protein 3","SUN3","Q8TAQ9","256979","SUN3","Human","RFU","Protein","20","S1"
"X8853.2","8853-2",3,"SL015340","C-type lectin domain family 4 member A","CLC4A","Q9UMR7","50856","CLEC4A","Human","RFU","Protein","20","S1"
"X8854.59","8854-59",3,"SL018712","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B","Q7LG56","50484","RRM2B","Human","RFU","Protein","20","S1"
"X8858.21","8858-21",3,"SL018692","Basic leucine zipper transcriptional factor ATF-like 3","BATF3","Q9NR55","55509","BATF3","Human","RFU","Protein","20","S1"
"X8859.51","8859-51",3,"SL012383","Carbonic anhydrase-related protein 11","CAH11","O75493","770","CA11","Human","RFU","Protein","20","S2"
"X8863.3","8863-3",3,"SL007170","Phosphatidylinositol 3-kinase regulatory subunit alpha","P85A","P27986","5295","PIK3R1","Human","RFU","Protein","20","S2"
"X8864.59","8864-59",3,"SL018718","Centromere protein W","CENPW","Q5EE01","387103","CENPW","Human","RFU","Protein","20","S1"
"X8866.53","8866-53",3,"SL018693","Glutaminyl-peptide cyclotransferase-like protein","QPCTL","Q9NXS2","54814","QPCTL","Human","RFU","Protein","20","S2"
